Customer_Age,Gender,Dependent_count,Marital_Status,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown
59,1,0,2,0,46,2,3,2,17218.0,1829,0.638,7971,97,0.83,0.106,False,True,False,False,False,False,False,True,False,False,False
44,0,3,2,0,33,6,2,3,1724.0,0,0.669,4768,80,0.86,0.0,False,False,False,False,False,True,False,False,False,True,False
47,1,3,2,0,39,2,1,1,2843.0,1752,0.624,3738,77,0.604,0.616,False,False,True,False,False,False,False,True,False,False,False
39,0,3,1,0,27,3,3,2,1902.0,962,0.534,4203,69,0.725,0.506,False,True,False,False,False,False,False,False,False,True,False
34,1,2,1,0,23,6,2,3,7567.0,1776,1.275,2361,45,0.875,0.235,False,True,False,False,False,False,False,False,True,False,False
41,0,2,2,0,29,6,3,0,2701.0,1839,0.765,4406,80,0.778,0.681,False,False,False,False,False,True,False,False,False,True,False
49,1,4,3,0,31,2,3,3,34516.0,2517,0.71,3990,65,1.031,0.073,False,False,True,False,False,False,False,False,True,False,False
40,0,3,0,0,32,3,1,2,1956.0,958,0.789,4977,76,0.854,0.49,False,False,False,False,True,False,True,False,False,False,False
50,1,1,1,0,45,5,2,2,33951.0,0,0.822,1567,44,0.467,0.0,False,False,False,False,False,True,False,False,True,False,False
48,0,1,2,0,41,6,2,4,3001.0,482,0.814,2403,42,0.615,0.161,False,True,False,False,False,False,False,False,False,True,False
60,1,0,1,0,47,3,3,3,9452.0,2517,0.73,1825,50,0.613,0.266,False,False,False,False,True,False,False,True,False,False,False
56,0,3,2,0,36,3,3,3,10016.0,1872,0.735,2804,37,0.542,0.187,False,True,False,False,False,False,False,False,False,False,True
41,0,3,1,0,35,2,1,2,2066.0,1542,0.71,4887,76,0.617,0.746,False,False,False,False,False,False,False,False,False,True,False
50,0,1,1,0,32,4,1,3,2055.0,1276,0.869,5025,70,0.707,0.621,False,False,True,False,False,False,False,False,False,True,False
46,0,2,2,0,36,6,3,3,1731.0,0,0.529,2304,46,1.0,0.0,False,False,False,False,False,True,False,False,False,True,False
44,0,2,2,0,39,6,3,3,1791.0,0,0.735,2771,36,0.5,0.0,False,True,False,False,False,False,False,False,False,True,False
45,0,5,3,0,37,2,2,2,5465.0,1967,0.644,14192,115,0.667,0.36,False,False,False,False,False,True,False,False,False,True,False
47,1,4,2,0,37,3,2,6,34516.0,1126,0.575,1736,35,0.4,0.033,False,False,False,False,True,False,False,False,False,False,False
44,0,3,0,0,38,3,2,2,4269.0,1852,0.682,4178,75,0.63,0.434,False,True,False,False,False,False,True,False,False,False,False
50,0,2,2,0,37,3,3,0,8520.0,814,0.504,1193,35,0.346,0.096,False,False,False,False,True,False,False,False,False,True,False
37,1,1,2,0,24,6,3,4,11309.0,0,0.474,4809,71,0.479,0.0,False,True,False,False,False,False,False,False,True,False,False
44,1,5,2,0,34,3,3,5,13477.0,2057,0.684,3866,67,0.634,0.153,False,True,False,False,False,False,False,True,False,False,False
65,1,0,2,0,36,5,2,3,2163.0,932,1.127,2229,57,0.839,0.431,False,False,False,False,False,True,True,False,False,False,False
47,1,2,1,0,36,6,1,3,3888.0,1663,0.664,1145,37,0.423,0.428,False,False,False,True,False,False,False,False,False,True,False
44,1,3,1,0,36,2,3,3,9114.0,0,0.654,2740,52,0.625,0.0,False,True,False,False,False,False,False,True,False,False,False
35,1,3,2,0,30,3,1,3,8969.0,1226,0.84,2568,59,0.735,0.137,False,True,False,False,False,False,True,False,False,False,False
53,0,1,1,0,40,4,2,4,2383.0,1938,0.597,1616,37,0.682,0.813,False,False,False,False,False,True,False,False,False,True,False
49,0,2,1,3,38,2,3,2,10741.0,2517,1.087,8352,71,0.821,0.234,False,False,False,False,False,False,False,False,False,True,False
26,0,0,2,0,13,5,1,2,5655.0,0,0.842,2312,61,0.649,0.0,False,True,False,False,False,False,True,False,False,False,False
48,0,2,2,0,43,6,3,3,1438.3,0,0.816,4059,89,0.816,0.0,False,False,False,False,False,True,False,False,False,True,False
37,1,3,1,0,36,4,2,4,8818.0,1437,0.649,1865,31,0.938,0.163,False,True,False,False,False,False,True,False,False,False,False
43,1,2,2,0,30,1,2,2,10896.0,2517,1.028,4935,58,0.487,0.231,False,False,True,False,False,False,False,False,False,False,False
40,1,3,1,3,36,6,3,0,34516.0,1002,1.345,2579,68,0.7,0.029,False,True,False,False,False,False,False,False,True,False,False
46,0,2,2,0,36,6,2,3,2586.0,2196,0.693,3944,78,0.857,0.849,False,True,False,False,False,False,False,False,False,True,False
44,1,2,0,0,34,6,3,2,3650.0,1270,0.792,4250,81,0.929,0.348,False,False,False,False,True,False,False,True,False,False,False
43,1,1,2,3,37,4,3,2,34516.0,1440,1.117,1575,34,2.4,0.042,False,True,False,False,False,False,False,False,True,False,False
40,0,3,0,0,29,5,2,2,3170.0,2517,1.301,2027,49,0.815,0.794,False,True,False,False,False,False,False,False,False,True,False
49,0,2,1,0,36,4,3,2,5099.0,1178,0.912,3819,82,0.864,0.231,False,False,False,False,True,False,False,False,False,False,True
54,0,3,1,0,49,3,1,3,1626.0,0,0.664,4830,87,0.642,0.0,False,False,False,False,True,False,True,False,False,False,False
45,0,2,1,0,25,3,2,3,5911.0,916,0.471,1656,31,0.722,0.155,False,True,False,False,False,False,False,False,False,True,False
62,0,2,2,0,56,5,3,2,6797.0,1428,0.747,3962,70,0.795,0.21,True,False,False,False,False,False,True,False,False,False,False
49,1,0,2,0,43,6,3,1,1883.0,1295,0.81,5187,89,0.712,0.688,False,False,True,False,False,False,False,False,True,False,False
56,0,2,0,0,50,5,2,2,5084.0,1683,0.923,4060,55,0.774,0.331,False,False,False,False,False,True,True,False,False,False,False
52,0,1,2,0,36,3,3,3,2340.0,1101,0.766,4501,68,0.7,0.471,False,False,True,False,False,False,False,False,False,True,False
43,0,3,1,0,36,3,3,3,21922.0,1467,0.696,7409,89,0.679,0.067,False,False,False,False,False,False,False,False,False,False,True
59,1,0,1,0,49,3,3,3,4250.0,1095,0.947,1174,27,0.8,0.258,False,False,False,False,False,False,False,False,False,True,False
41,1,5,2,0,36,1,2,3,1438.3,892,0.79,4426,88,0.66,0.62,False,False,False,False,False,True,False,False,True,False,False
44,0,5,2,0,37,3,1,1,17785.0,1259,0.806,3890,72,1.118,0.071,False,True,False,False,False,False,False,False,False,False,True
38,0,3,2,0,28,6,2,2,2699.0,564,0.683,4813,78,0.814,0.209,False,True,False,False,False,False,False,False,False,True,False
42,0,2,1,0,32,6,6,0,1592.0,0,0.745,4172,70,0.75,0.0,True,False,False,False,False,False,False,False,False,True,False
43,1,0,1,0,36,5,3,3,7866.0,0,0.747,2843,53,0.828,0.0,False,False,True,False,False,False,False,False,True,False,False
43,0,5,1,0,23,5,3,3,8597.0,903,0.773,5173,78,0.733,0.105,False,True,False,False,False,False,False,False,False,True,False
40,0,2,2,0,30,5,3,6,4458.0,0,0.935,9640,70,0.707,0.0,False,True,False,False,False,False,False,False,False,True,False
45,1,3,1,0,37,5,1,2,4995.0,1766,0.76,4389,82,0.864,0.354,False,False,True,False,False,False,False,True,False,False,False
55,0,1,2,3,36,3,1,3,12633.0,1661,0.718,14378,98,0.69,0.131,False,False,False,False,False,False,False,False,False,True,False
43,0,1,2,0,36,3,2,2,3342.0,2517,0.977,5848,81,0.8,0.753,False,False,False,False,False,False,False,False,False,True,False
47,0,4,0,0,36,5,4,2,2776.0,1341,0.744,4318,68,0.943,0.483,False,False,True,False,False,False,False,False,False,True,False
49,0,3,1,0,41,3,3,3,1603.0,749,0.733,2644,43,0.483,0.467,False,False,False,False,False,False,False,False,False,True,False
52,1,2,2,0,44,3,4,2,1538.0,666,0.642,4808,64,0.684,0.433,False,True,False,False,False,False,True,False,False,False,False
53,1,3,1,0,44,4,2,0,9025.0,1005,0.568,4412,87,0.706,0.111,False,False,True,False,False,False,False,False,False,False,False
46,1,2,1,0,39,2,2,3,11901.0,2517,0.781,7998,82,0.608,0.211,False,True,False,False,False,False,False,False,True,False,False
41,1,3,2,0,37,3,3,3,19402.0,0,0.58,1937,51,0.594,0.0,False,True,False,False,False,False,False,False,True,False,False
53,1,3,1,0,47,5,2,1,9106.0,975,0.588,3863,74,0.644,0.107,False,False,False,True,False,False,False,False,True,False,False
40,1,3,1,0,34,4,3,2,14840.0,2043,0.778,16256,111,0.85,0.138,False,False,False,False,True,False,False,False,True,False,False
40,1,4,1,3,25,5,3,2,28822.0,2517,0.492,1504,35,0.296,0.087,False,True,False,False,False,False,False,True,False,False,False
62,0,1,3,0,56,3,5,1,3807.0,2517,0.506,1739,36,0.5,0.661,False,False,True,False,False,False,True,False,False,False,False
54,1,1,1,0,43,3,1,4,25882.0,1699,0.428,1736,48,0.371,0.066,False,False,False,False,True,False,False,False,True,False,False
46,0,2,1,0,33,3,3,3,2267.0,1283,0.761,4249,81,0.8,0.566,False,True,False,False,False,False,False,False,False,True,False
53,1,1,1,0,41,6,3,2,1612.0,744,0.636,1564,33,0.5,0.462,False,True,False,False,False,False,False,False,False,False,False
52,0,2,1,0,40,2,2,1,5207.0,1121,0.578,7153,84,0.647,0.215,False,False,False,True,False,False,False,False,False,True,False
47,0,3,2,0,43,4,2,4,5062.0,1423,0.775,4535,68,0.417,0.281,False,True,False,False,False,False,False,False,False,True,False
43,1,3,2,0,23,5,2,2,4121.0,2084,0.807,3462,49,1.042,0.506,False,True,False,False,False,False,False,False,False,False,False
32,1,2,1,0,22,3,3,5,4739.0,0,0.363,886,21,0.4,0.0,False,True,False,False,False,False,True,False,False,False,False
35,0,1,1,0,36,3,2,3,1438.3,670,0.909,4321,83,0.804,0.466,False,False,False,False,True,False,False,False,False,True,False
39,1,3,1,0,29,4,3,4,2187.0,0,0.467,2031,40,0.333,0.0,False,False,False,False,True,False,False,True,False,False,False
46,0,4,2,0,28,6,3,4,3206.0,0,1.065,3253,72,0.532,0.0,False,False,True,False,False,False,False,False,False,True,False
42,0,3,2,0,32,2,2,3,3391.0,1359,0.662,13212,107,0.646,0.401,False,True,False,False,False,False,False,False,False,True,False
49,0,1,2,0,39,6,3,2,2880.0,1996,0.719,4334,81,0.884,0.693,False,False,False,True,False,False,False,False,False,False,True
52,0,4,2,0,36,2,3,3,4440.0,1149,0.842,14973,112,0.723,0.259,False,True,False,False,False,False,False,False,False,True,False
39,1,4,2,1,34,3,3,2,34516.0,542,0.866,3899,78,0.857,0.016,False,True,False,False,False,False,False,True,False,False,False
48,0,3,1,0,38,1,3,2,4095.0,2517,0.57,4175,77,1.026,0.615,False,False,False,False,True,False,False,False,False,True,False
65,0,0,1,0,56,4,2,1,2692.0,1869,0.744,1594,36,0.895,0.694,False,True,False,False,False,False,True,False,False,False,False
45,0,2,3,0,36,4,3,4,4947.0,1053,1.195,3479,76,0.81,0.213,False,True,False,False,False,False,True,False,False,False,False
60,1,1,2,0,54,1,2,1,3618.0,972,0.578,4228,63,0.465,0.269,False,False,False,False,True,False,False,True,False,False,False
50,0,2,2,0,35,4,3,1,2784.0,2458,0.798,4904,81,0.8,0.883,False,False,False,False,True,False,True,False,False,False,False
41,0,3,1,0,32,3,2,3,1438.3,0,0.372,1852,38,0.31,0.0,False,False,False,False,False,True,False,False,False,True,False
33,0,2,2,0,21,3,3,2,5795.0,0,0.746,2322,65,0.585,0.0,False,True,False,False,False,False,False,False,False,False,True
48,0,5,2,0,36,4,2,3,7645.0,931,0.894,5016,73,0.622,0.122,False,False,False,False,False,True,False,False,False,False,True
53,1,2,1,0,36,1,3,3,4503.0,0,0.659,748,20,0.429,0.0,False,False,False,False,True,False,False,False,True,False,False
56,1,2,2,0,46,6,2,3,15982.0,0,0.687,4503,80,0.667,0.0,False,True,False,False,False,False,False,False,True,False,False
56,0,1,1,0,44,2,4,4,1438.3,0,0.859,2264,37,0.423,0.0,False,False,False,False,False,False,False,False,False,False,True
46,1,2,3,0,42,3,3,2,7116.0,693,0.759,4759,81,0.841,0.097,False,False,True,False,False,False,False,True,False,False,False
52,0,1,1,0,46,5,1,2,2442.0,1507,0.631,4535,85,0.809,0.617,False,True,False,False,False,False,True,False,False,False,False
54,0,1,1,0,43,6,2,3,2306.0,2200,0.697,2097,57,0.541,0.954,False,False,True,False,False,False,False,False,False,True,False
47,1,4,1,0,42,6,0,0,4785.0,1362,0.739,1045,38,0.9,0.285,False,False,True,False,False,False,True,False,False,False,False
46,1,2,2,0,36,4,3,3,4129.0,0,0.96,1678,40,1.0,0.0,False,False,True,False,False,False,True,False,False,False,False
44,0,3,2,0,40,4,1,3,3659.0,1356,0.715,4861,74,0.762,0.371,True,False,False,False,False,False,True,False,False,False,False
51,0,1,2,0,41,3,2,2,9352.0,1429,0.728,3536,71,0.69,0.153,False,True,False,False,False,False,False,False,False,False,True
43,0,3,3,0,37,2,3,3,3461.0,1767,0.829,13179,122,0.694,0.511,False,True,False,False,False,False,False,False,False,True,False
60,0,1,2,0,51,3,3,4,23566.0,1147,0.629,4274,64,0.641,0.049,False,True,False,False,False,False,False,False,False,False,True
44,0,3,1,0,31,5,2,0,24936.0,2053,0.716,1810,38,0.727,0.082,False,True,False,False,False,False,False,False,False,False,True
40,0,4,2,0,25,6,2,1,2812.0,2029,0.634,4763,74,0.762,0.722,False,False,False,False,False,True,False,False,False,True,False
47,0,4,2,0,40,6,4,3,2473.0,0,0.547,2133,44,0.419,0.0,False,True,False,False,False,False,False,False,False,True,False
50,1,2,2,0,43,2,1,3,1857.0,1603,0.579,1590,43,1.263,0.863,False,False,False,False,False,True,True,False,False,False,False
51,0,2,2,0,37,5,1,1,2621.0,2426,0.727,4885,74,1.114,0.926,False,False,True,False,False,False,True,False,False,False,False
56,1,1,0,0,36,3,3,3,34516.0,1477,1.234,2395,50,0.724,0.043,False,False,False,False,False,False,False,False,True,False,False
46,1,5,1,0,35,3,3,3,1790.0,796,0.722,3539,57,0.966,0.445,False,False,False,False,False,True,False,True,False,False,False
46,0,0,2,0,34,6,1,2,9216.0,2059,0.763,3630,78,0.56,0.223,False,True,False,False,False,False,False,False,False,False,True
55,1,4,2,0,44,2,3,2,1854.0,794,0.614,4035,80,0.739,0.428,False,True,False,False,False,False,False,False,True,False,False
50,1,3,2,0,36,6,3,2,6925.0,0,0.821,2506,36,0.44,0.0,False,False,False,False,True,False,False,False,True,False,False
40,1,3,1,0,36,6,3,1,9599.0,2356,0.791,4754,84,0.68,0.245,False,False,True,False,False,False,False,False,True,False,False
50,1,4,0,0,45,4,2,2,1687.0,992,0.721,4342,82,0.783,0.588,False,False,True,False,False,False,False,False,True,False,False
42,0,2,1,0,29,1,2,2,1622.0,0,0.709,4633,67,0.634,0.0,False,False,False,False,True,False,True,False,False,False,False
39,0,2,1,0,26,5,3,2,3471.0,2517,0.743,1771,34,0.889,0.725,False,False,False,False,True,False,False,False,False,True,False
63,1,0,2,0,48,5,3,1,1856.0,0,0.5,1805,46,0.769,0.0,False,False,True,False,False,False,False,True,False,False,False
44,1,5,2,3,36,2,3,4,34140.0,0,0.877,8177,76,0.52,0.0,True,False,False,False,False,False,False,True,False,False,False
65,1,2,2,0,36,4,2,3,2954.0,2517,0.619,1909,28,0.474,0.852,False,False,False,False,False,True,False,False,False,True,False
56,1,3,2,0,49,3,1,3,1438.3,0,0.503,1093,22,0.833,0.0,False,False,False,False,False,True,False,True,False,False,False
53,0,4,1,0,49,5,5,4,10533.0,330,0.823,2585,48,0.714,0.031,False,True,False,False,False,False,False,False,False,False,True
45,0,3,2,0,32,5,3,0,2329.0,1465,0.815,4286,86,0.72,0.629,False,False,False,False,False,True,False,False,False,True,False
30,1,1,0,0,22,5,3,4,12539.0,910,0.856,2643,72,0.674,0.073,False,False,False,False,True,False,False,False,False,False,True
35,1,3,1,0,26,6,3,2,3991.0,1982,0.748,1661,35,0.944,0.497,False,True,False,False,False,False,False,True,False,False,False
42,1,2,2,0,31,3,2,1,5169.0,2296,0.773,4656,88,0.796,0.444,False,True,False,False,False,False,False,True,False,False,False
37,1,1,2,0,26,4,3,2,7349.0,2517,0.877,2701,60,0.714,0.342,False,False,True,False,False,False,False,True,False,False,False
43,0,3,2,0,36,3,3,2,1438.3,0,0.689,4401,73,0.698,0.0,False,False,True,False,False,False,False,False,False,True,False
40,0,5,1,0,35,3,1,3,2448.0,1693,0.502,1269,30,0.875,0.692,False,False,False,False,False,False,False,False,False,True,False
53,0,1,2,0,43,6,2,3,2126.0,1257,0.632,4340,70,0.892,0.591,False,False,False,False,True,False,False,False,False,True,False
63,0,1,2,0,56,5,3,2,3071.0,2044,0.91,4433,68,0.659,0.666,False,False,False,False,False,False,True,False,False,False,False
57,0,1,2,0,36,4,2,3,1771.0,1289,0.911,4813,84,0.867,0.728,False,True,False,False,False,False,False,False,False,True,False
43,1,2,2,0,36,6,2,0,14418.0,0,1.043,3880,68,0.7,0.0,False,False,True,False,False,False,False,False,True,False,False
40,0,2,2,0,30,6,3,4,6479.0,0,0.946,2539,42,0.5,0.0,False,False,True,False,False,False,False,False,False,False,True
46,0,4,3,0,37,6,4,2,1912.0,1172,0.827,4841,81,0.884,0.613,False,False,False,False,False,True,True,False,False,False,False
36,1,3,1,0,27,2,1,2,13873.0,0,0.233,694,18,0.286,0.0,False,False,False,True,False,False,False,False,False,False,False
40,1,1,1,0,36,6,3,4,18386.0,890,0.361,1698,43,0.483,0.048,False,False,False,True,False,False,False,True,False,False,False
48,0,1,2,0,40,3,1,2,3251.0,2517,0.739,2483,50,0.471,0.774,False,False,False,False,False,True,False,False,False,True,False
49,1,4,2,0,36,1,4,5,5662.0,1484,0.434,1693,25,0.25,0.262,False,True,False,False,False,False,False,True,False,False,False
61,1,0,1,0,49,4,3,4,3352.0,1713,0.657,1952,50,0.667,0.511,False,True,False,False,False,False,False,True,False,False,False
29,1,2,0,0,20,4,1,2,2462.0,2021,0.966,2320,57,0.676,0.821,False,True,False,False,False,False,False,False,False,True,False
46,0,3,1,0,38,4,3,3,4317.0,2517,0.944,1619,36,1.0,0.583,False,False,False,False,False,True,False,False,False,True,False
46,0,5,2,0,36,6,3,3,1787.0,1324,0.684,4084,79,1.026,0.741,False,False,True,False,False,False,False,False,False,True,False
41,0,2,1,0,36,6,2,3,2329.0,1271,0.729,4382,70,0.667,0.546,False,True,False,False,False,False,True,False,False,False,False
36,1,0,3,0,23,5,2,4,5403.0,1854,0.712,4382,74,0.542,0.343,False,True,False,False,False,False,False,False,False,True,False
56,0,2,2,0,43,1,2,4,1440.0,1211,0.465,2141,40,0.481,0.841,False,False,False,False,True,False,False,False,False,True,False
55,1,1,2,0,42,1,4,2,34516.0,1583,0.824,12192,112,0.672,0.046,False,False,True,False,False,False,False,False,True,False,False
47,0,4,1,0,30,2,3,3,2124.0,1573,0.728,4592,83,0.804,0.741,False,True,False,False,False,False,False,False,False,True,False
60,0,1,2,0,36,2,3,1,3959.0,0,0.806,4935,92,0.804,0.0,False,False,False,False,False,True,True,False,False,False,False
40,0,2,2,0,27,2,6,2,1965.0,0,0.608,4268,91,0.857,0.0,False,False,False,False,True,False,False,False,False,True,False
51,0,3,1,0,46,5,3,2,5881.0,2005,0.659,1931,56,0.806,0.341,False,False,False,True,False,False,False,False,False,True,False
51,1,1,2,0,34,4,3,3,3554.0,1563,0.893,3640,59,0.735,0.44,False,False,False,False,False,True,False,False,True,False,False
50,0,5,1,0,34,5,5,2,3317.0,1041,0.923,4264,75,1.027,0.314,False,False,False,False,True,False,False,False,False,False,True
31,1,0,2,0,25,3,2,3,4493.0,1388,0.795,17744,104,0.763,0.309,False,False,True,False,False,False,True,False,False,False,False
44,0,2,3,0,34,5,1,3,3226.0,2517,0.818,4317,81,0.884,0.78,False,False,True,False,False,False,False,False,False,True,False
34,1,2,2,0,27,3,1,4,31313.0,2152,0.679,2555,62,0.676,0.069,False,True,False,False,False,False,False,False,False,False,False
45,0,0,0,0,35,6,1,3,5923.0,1686,0.702,1236,35,0.591,0.285,False,False,False,False,False,False,False,False,False,True,False
27,0,0,0,0,36,5,1,0,13439.0,2003,0.936,4715,86,0.72,0.149,False,True,False,False,False,False,False,False,False,False,True
49,0,2,1,0,35,4,1,1,1438.3,0,0.618,4348,79,0.646,0.0,False,False,False,False,False,True,True,False,False,False,False
35,1,2,1,0,21,3,3,1,2967.0,1843,0.681,1673,58,0.526,0.621,False,False,True,False,False,False,True,False,False,False,False
62,1,0,2,0,36,3,3,3,21329.0,2119,0.644,4206,75,1.027,0.099,False,False,True,False,False,False,False,False,False,False,True
34,1,2,3,0,22,4,3,2,11154.0,1612,0.633,4339,77,1.026,0.145,False,False,True,False,False,False,False,False,True,False,False
36,0,2,1,0,25,5,3,4,4701.0,1492,0.805,1679,32,0.455,0.317,False,False,False,True,False,False,False,False,False,True,False
45,1,4,2,0,36,6,3,1,8063.0,1485,0.872,4275,77,0.833,0.184,False,True,False,False,False,False,False,False,True,False,False
41,1,4,1,0,36,5,3,2,1734.0,857,0.752,4741,84,0.714,0.494,False,False,False,False,False,True,False,True,False,False,False
59,1,1,2,0,51,3,4,3,3808.0,713,0.787,4845,88,0.63,0.187,False,False,False,False,False,True,True,False,False,False,False
54,1,4,2,0,39,1,3,3,7773.0,2465,0.788,4272,69,1.029,0.317,False,False,True,False,False,False,False,False,True,False,False
59,1,0,1,0,46,6,1,2,3939.0,2517,0.376,1489,34,0.545,0.639,False,False,False,False,True,False,False,False,False,True,False
43,0,4,2,0,28,2,2,1,2838.0,1934,0.873,8644,87,0.554,0.681,False,False,False,False,False,True,False,False,False,False,True
36,1,3,2,0,31,6,1,1,5228.0,1443,0.934,2683,62,0.938,0.276,False,False,True,False,False,False,False,False,True,False,False
44,0,3,2,0,31,4,2,3,18056.0,940,0.629,4473,72,0.6,0.052,False,False,False,False,True,False,False,False,False,False,True
42,0,4,1,0,23,3,3,2,7102.0,0,0.599,4083,68,0.744,0.0,False,False,False,False,False,False,False,False,False,False,True
48,0,3,3,0,36,6,2,2,2545.0,1894,0.911,4660,68,0.789,0.744,False,False,False,False,False,True,True,False,False,False,False
41,1,3,1,0,31,3,3,2,11789.0,1420,0.659,1463,32,0.684,0.12,False,True,False,False,False,False,False,False,False,False,False
55,0,1,1,0,43,5,4,2,3161.0,1389,0.307,1547,30,0.429,0.439,False,True,False,False,False,False,False,False,False,False,True
57,0,2,1,0,46,3,1,3,5073.0,1533,0.654,13420,122,0.743,0.302,False,False,False,False,False,True,True,False,False,False,False
46,1,4,3,1,36,2,2,3,34516.0,1426,0.823,7582,95,0.696,0.041,True,False,False,False,False,False,False,True,False,False,False
46,0,1,3,0,28,5,2,6,2069.0,0,0.656,2754,55,0.667,0.0,False,False,False,False,True,False,False,False,False,False,True
51,1,5,0,0,45,6,3,6,34516.0,0,0.757,8173,91,1.022,0.0,False,True,False,False,False,False,False,False,False,False,False
53,1,3,1,0,43,5,3,0,2464.0,2116,0.744,2110,43,1.048,0.859,False,False,False,False,False,True,False,False,True,False,False
47,0,5,1,0,42,1,2,1,1778.0,822,0.68,4189,80,0.667,0.462,False,False,False,False,False,True,False,False,False,True,False
36,0,3,2,0,36,5,2,4,5750.0,1521,0.837,2155,61,0.605,0.265,False,False,False,False,True,False,False,False,False,True,False
50,1,3,1,0,45,6,4,3,2049.0,0,0.974,2703,54,1.0,0.0,False,False,False,True,False,False,False,True,False,False,False
52,1,3,2,0,40,3,1,1,1438.3,512,0.776,4791,82,0.708,0.356,False,False,False,False,True,False,False,True,False,False,False
37,1,2,2,0,32,4,1,1,2865.0,1176,0.665,3462,61,0.906,0.41,False,False,False,False,False,True,False,True,False,False,False
49,1,3,1,0,37,5,1,2,2149.0,1796,0.628,5228,93,0.661,0.836,False,False,False,False,False,False,False,False,True,False,False
54,0,2,1,0,36,5,3,0,1854.0,1528,0.444,1307,39,0.393,0.824,False,True,False,False,False,False,True,False,False,False,False
43,1,2,1,0,28,4,2,3,22157.0,1355,0.69,1911,55,0.571,0.061,False,False,False,False,False,False,False,True,False,False,False
38,0,2,2,0,32,5,3,3,2264.0,0,0.479,1204,28,0.333,0.0,False,False,False,False,True,False,False,False,False,True,False
48,0,4,3,0,36,3,2,1,3310.0,0,0.748,14542,89,0.854,0.0,False,False,False,False,False,False,False,False,False,False,True
42,1,4,3,0,36,6,5,1,2447.0,2195,0.717,4544,80,0.667,0.897,False,False,False,False,True,False,False,False,True,False,False
59,0,1,2,0,51,1,4,4,4257.0,2517,0.703,2828,50,1.083,0.591,False,True,False,False,False,False,False,False,False,True,False
39,0,1,2,3,30,5,2,2,10190.0,891,0.678,3768,59,0.967,0.087,False,True,False,False,False,False,False,False,False,True,False
45,0,4,1,0,36,6,1,2,5989.0,0,0.668,4246,78,0.857,0.0,False,True,False,False,False,False,False,False,False,False,True
31,1,1,3,1,21,3,2,2,15261.0,1109,0.655,15442,125,0.761,0.073,False,True,False,False,False,False,False,False,False,True,False
40,0,1,1,0,36,6,3,2,4712.0,0,0.84,4216,82,0.64,0.0,False,False,True,False,False,False,False,False,False,True,False
48,0,3,3,0,37,1,2,3,1438.3,0,0.584,4236,83,0.844,0.0,False,False,True,False,False,False,False,False,False,True,False
51,0,4,2,0,36,4,3,1,2522.0,1898,0.674,4122,67,0.763,0.753,False,True,False,False,False,False,False,False,False,True,False
34,0,3,1,0,27,1,2,1,5795.0,924,0.86,5674,78,0.857,0.159,False,False,False,False,False,True,False,False,False,True,False
50,1,3,3,0,42,1,2,3,12889.0,1822,0.88,8272,79,0.837,0.141,False,False,False,False,False,False,False,True,False,False,False
38,1,2,1,0,25,3,3,4,4800.0,1212,1.254,2935,62,0.879,0.252,False,True,False,False,False,False,False,True,False,False,False
40,0,3,2,0,30,5,1,2,1625.0,912,0.877,3968,73,0.698,0.561,False,False,False,False,True,False,False,False,False,True,False
50,0,1,1,0,43,6,3,4,1438.3,0,1.068,1439,41,1.05,0.0,False,False,False,False,True,False,False,False,False,True,False
55,0,1,1,0,36,3,1,0,2677.0,1555,0.639,4757,81,0.688,0.581,False,False,False,False,False,True,False,False,False,True,False
51,0,3,1,0,45,5,2,3,9117.0,1259,0.88,3837,75,0.705,0.138,False,True,False,False,False,False,True,False,False,False,False
57,1,3,2,0,50,3,1,1,34516.0,2293,0.799,14287,114,0.754,0.066,False,False,False,True,False,False,False,False,True,False,False
42,0,4,1,0,33,4,3,2,2918.0,0,0.559,2056,54,0.459,0.0,False,True,False,False,False,False,True,False,False,False,False
47,0,1,1,0,41,3,2,3,2950.0,1642,0.8,4740,83,0.694,0.557,False,False,True,False,False,False,False,False,False,False,True
43,0,1,1,0,36,4,2,4,1536.0,0,0.571,1973,36,0.333,0.0,False,True,False,False,False,False,False,False,False,True,False
43,0,4,0,0,23,6,3,2,3187.0,2430,0.617,1387,33,1.357,0.762,False,True,False,False,False,False,False,False,False,False,True
41,1,3,0,0,29,5,2,3,30733.0,1153,0.987,3455,80,0.702,0.038,False,False,False,False,False,True,False,False,True,False,False
40,0,4,2,0,27,2,2,2,2625.0,1594,0.544,2480,47,0.567,0.607,False,True,False,False,False,False,True,False,False,False,False
43,1,3,1,2,31,2,3,4,23981.0,593,0.987,4758,65,0.512,0.025,False,False,False,True,False,False,True,False,False,False,False
50,0,0,2,0,41,6,2,3,7507.0,1697,1.098,4651,71,1.029,0.226,False,False,False,False,True,False,True,False,False,False,False
